"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"Clcn2","Clcn2",-1.12203414892501,1.67028462454327,-8.12844723208294,4.65816555523965e-08,3.10873789549509e-07,8.28129980249225,"Down"
"Srebf1","Srebf1",-2.11933324049323,3.6196097069682,-8.10787410191977,4.85916078752755e-08,3.22438839259026e-07,8.23818828145729,"Down"
"Pgs1","Pgs1",0.771233716355537,1.00651482843508,8.07015285001424,5.25125805128298e-08,3.44140723304519e-07,8.15899569494572,"No change"
"Pcca","Pcca",-0.824243789423157,3.12586509712445,-8.06629571706027,5.29314957607561e-08,3.46301112512333e-07,8.15088726798947,"No change"
"Cyp26a1","Cyp26a1",-3.54398797573791,1.24917116126384,-8.02873028064913,5.71962314041218e-08,3.69837187395874e-07,8.07181374889509,"Down"
"Dgat2","Dgat2",-0.945553244925398,6.6067831661822,-8.01154510283558,5.92638908817693e-08,3.81933790682676e-07,8.03557696213092,"No change"
"Comt","Comt",-1.14768471964293,7.67098837254924,-8.00269202572919,6.03589945483256e-08,3.87703276792473e-07,8.0168939231726,"Down"
"Smpd3","Smpd3",3.29309363737577,0.391276547277721,7.93273947942066,6.97803966924947e-08,4.39488115315988e-07,7.86890231389236,"Up"
"Cyp4a32","Cyp4a32",1.34907132932307,4.86688301155768,7.89991456747852,7.47119170655163e-08,4.65509637433375e-07,7.7992330087366,"Up"
"Eci3","Eci3",1.63476509394863,-0.543209864538454,7.892016766491,7.59512076795391e-08,4.71764667034958e-07,7.78244887166374,"Up"
"Mif","Mif",-0.880597227725519,6.52148702392708,-7.88471161136883,7.71163693077874e-08,4.78442122800286e-07,7.7669168062177,"No change"
"Slc25a21","Slc25a21",-0.934413521618142,0.637504169530918,-7.87808871928103,7.81886349499479e-08,4.83523486667608e-07,7.75282920907392,"No change"
"Pcx","Pcx",0.908649644723074,6.82900336630492,7.8668484892056,8.0043771681154e-08,4.92925639469287e-07,7.72890666853111,"No change"
"Pigyl","Pigyl",-0.749432633890185,3.51139212842723,-7.85827097090178,8.1489925563514e-08,5.00507252577171e-07,7.71063984727131,"No change"
"Por","Por",1.80596644930824,6.03604901442287,7.79509740516597,9.30055572355464e-08,5.63504258544781e-07,7.57580269821501,"Up"
"Acadsb","Acadsb",-0.78959183686236,4.26610036759349,-7.77530462157652,9.69487266764446e-08,5.84656077609916e-07,7.53344790924102,"No change"
"Fdps","Fdps",-2.24665253715574,7.26611870285871,-7.75054155874222,1.0212588796359e-07,6.12387022157766e-07,7.48038383698456,"Down"
"Cyp2j6","Cyp2j6",-0.929375315288473,3.98981188495003,-7.7389463156094,1.04647190756776e-07,6.25893449752371e-07,7.45550871057005,"No change"
"Acbd5","Acbd5",-0.763526498845368,5.25061373434284,-7.73100250423908,1.06411460060737e-07,6.34489233425673e-07,7.43845664733602,"No change"
"Snai2","Snai2",-1.70100725016071,0.376492702504196,-7.72131278667956,1.08605045237331e-07,6.44087462602955e-07,7.41764550621458,"Down"
"Cyp17a1","Cyp17a1",3.81050271045104,3.5991321567488,7.72096698242311,1.08684184832726e-07,6.44087462602955e-07,7.41690257299856,"Up"
"Apoc4","Apoc4",-0.875664550107004,9.38515886291593,-7.70681205422425,1.11975150510337e-07,6.60891874639866e-07,7.38647820439757,"No change"
"Cyp2a12","Cyp2a12",-0.362903137656333,8.17539847355058,-7.68904154551146,1.16252587348232e-07,6.84402561530636e-07,7.34824493380845,"No change"
"Idh1","Idh1",-0.761209641345335,6.82373663773466,-7.64284743559633,1.28177174122364e-07,7.44066897561194e-07,7.24866241802096,"No change"
"Srd5a2","Srd5a2",-1.33727956366982,-0.367256868106854,-7.61735167392175,1.35291344516918e-07,7.78376647964611e-07,7.19357915861371,"Down"
"Acot9","Acot9",0.925573874935143,0.811663624125297,7.57213709601089,1.48924491994452e-07,8.46767055360734e-07,7.0956822997265,"No change"
"Arf1","Arf1",0.490341991449103,6.61118850286259,7.5659045770056,1.50911721960771e-07,8.56889996148359e-07,7.08216671564667,"No change"
"Cdipt","Cdipt",0.671076861136464,4.4509477215626,7.56025656989927,1.52736161314928e-07,8.65901695832661e-07,7.06991425249815,"No change"
"Esyt1","Esyt1",0.76730249862699,1.96778532464385,7.52136830821432,1.65930384779448e-07,9.3297765625507e-07,6.98543809635888,"No change"
"Sirt3","Sirt3",-0.605091186793751,4.4972666044808,-7.48101421690913,1.80866961596371e-07,1.00338921163973e-06,6.89756720683009,"No change"
"Apoa5","Apoa5",1.20442867370456,8.60000684442976,7.45686867525078,1.90459391080207e-07,1.0460280774034e-06,6.84488801846341,"Up"
"Cyp1a1","Cyp1a1",-1.67188761850726,0.408464926371067,-7.45221055648285,1.92369396221226e-07,1.05413719520661e-06,6.83471642753766,"Down"
"Slc27a5","Slc27a5",-0.725350692184216,7.70811006197887,-7.44354597792868,1.95974810971499e-07,1.06886167989563e-06,6.81578865330434,"No change"
"Slco1a1","Slco1a1",-1.59212769736963,5.41756107181059,-7.41981842951658,2.06208322544995e-07,1.11890846904485e-06,6.76390543728748,"Down"
"Kat2b","Kat2b",-0.829866470908717,3.53382133881347,-7.41711919184767,2.07406814703821e-07,1.12331690998409e-06,6.75799854813763,"No change"
"Mtmr6","Mtmr6",0.650514052244493,2.61285430549075,7.41459076709753,2.08535965687018e-07,1.12838219648127e-06,6.75246459291754,"No change"
"Acaa1b","Acaa1b",-1.25340586808511,7.22140539039174,-7.34065460970457,2.4450953567395e-07,1.29662896618262e-06,6.59027126907486,"Down"
"Akt1","Akt1",0.7494913622252,3.47605429700747,7.33683753511934,2.46531580803346e-07,1.30426412225916e-06,6.58187841153648,"No change"
"Prmt3","Prmt3",0.94870180318499,1.29026139147866,7.29590961755061,2.69325022260483e-07,1.40820931450574e-06,6.49176830831013,"No change"
"Scarb2","Scarb2",0.91300240044274,5.321646171294,7.26884496650857,2.85578573464761e-07,1.48253747393236e-06,6.43206114112042,"No change"
"Vps13a","Vps13a",1.28531457134554,0.379285029221468,7.26828238263168,2.85926933601669e-07,1.48368416415061e-06,6.43081902045302,"Up"
"Fads1","Fads1",-0.768190976326637,6.83751177489624,-7.1605414001422,3.61398417757929e-07,1.82170471385211e-06,6.19218555408544,"No change"
"Impa1","Impa1",-0.477653736532025,4.26428318349678,-7.14369473288427,3.74932928382858e-07,1.88015698123571e-06,6.15473710511966,"No change"
"Stard10","Stard10",-0.407821906559054,7.84931780576226,-7.12785741989124,3.88131694223965e-07,1.93882608973079e-06,6.11949917850863,"No change"
"Pnpla2","Pnpla2",1.09392044767195,4.36312336718734,7.09707325158735,4.15170501710827e-07,2.05711769664211e-06,6.0509128081418,"Up"
"Hsd3b4","Hsd3b4",-9.16828534796734,-3.64455378789291,-7.0711495392088,4.394385419763e-07,2.1626322156711e-06,5.99306163470928,"Down"
"Tmx1","Tmx1",0.454318050394936,3.60086440135278,7.05932800537696,4.50984363686623e-07,2.21103917815864e-06,5.96665238703134,"No change"
"Pcyt2","Pcyt2",-0.722113509065602,5.87814045303962,-6.94527393724154,5.79748046390348e-07,2.77568387985901e-06,5.7109476895475,"No change"
"Cyp2c68","Cyp2c68",-1.57690912351079,6.78010279216873,-6.94469718390012,5.80487352688464e-07,2.77693888119237e-06,5.70965046863547,"Down"
"Nfe2l1","Nfe2l1",0.736097445078753,4.24251775075989,6.93930649511892,5.8744434185227e-07,2.80445639656217e-06,5.697523834729,"No change"
"Acp6","Acp6",-0.631336115799056,2.03264937624797,-6.93680781676778,5.90698007389413e-07,2.81883317261393e-06,5.69190169361702,"No change"
"Socs3","Socs3",3.41964569352277,2.30054990245547,6.92896362305733,6.01033092960531e-07,2.85644106531957e-06,5.67424681955865,"Up"
"Cideb","Cideb",-0.487275859138984,6.79810529790516,-6.92149326050404,6.11048254523453e-07,2.89915898701871e-06,5.65742617010486,"No change"
"Mlx","Mlx",0.637002780363627,4.08267873940648,6.9175867282073,6.16353620866887e-07,2.91260243332103e-06,5.64862724558204,"No change"
"Insig1","Insig1",-2.23948031650092,5.94091255939072,-6.91099352017541,6.25415199497794e-07,2.94824119358235e-06,5.63377263278685,"Down"
"Socs6","Socs6",0.472726478867046,0.68283559233143,6.90500536528103,6.33763705776275e-07,2.98638695203646e-06,5.62027651493197,"No change"
"Ces2a","Ces2a",-1.03427770114518,6.19456404017595,-6.89172543222639,6.52688829121276e-07,3.06439906500304e-06,5.59033022458812,"Down"
"Hsd17b6","Hsd17b6",-2.66340260851791,5.2300784682461,-6.86650099930473,6.90249613439857e-07,3.2135261003306e-06,5.53338864903156,"Down"
"Pigs","Pigs",0.417109542262688,3.09871509685119,6.8651692050715,6.9229334160543e-07,3.22046450957058e-06,5.53038006449681,"No change"
"Bmp6","Bmp6",-1.51562654494504,-1.16240273379326,-6.86073709875057,6.99139543681541e-07,3.24664090542936e-06,5.52036614870752,"Down"
"Sgpl1","Sgpl1",-0.667371206579184,3.14229749187761,-6.85281749328892,7.11546350139048e-07,3.29422751363102e-06,5.502466506614,"No change"
"Dgkd","Dgkd",0.911496234395014,1.63121397495054,6.851216116623,7.1408239774729e-07,3.30465408643368e-06,5.49884618189863,"No change"
"Pgap1","Pgap1",0.873103061842256,1.02768781999249,6.85099193427896,7.14438167419937e-07,3.30498641915765e-06,5.49833933460504,"No change"
"Gba2","Gba2",-0.719121744255667,0.660431469451758,-6.81072416582502,7.81386648347581e-07,3.58194533285447e-06,5.40719844525881,"No change"
"Gpcpd1","Gpcpd1",2.0036856446217,3.33606828057646,6.81001327560845,7.82624736473834e-07,3.5862083889051e-06,5.40558764221606,"Up"
"Cyp2j5","Cyp2j5",-0.684586524784307,7.50669617204158,-6.79382262229281,8.11374014070269e-07,3.69034081663301e-06,5.3688844998473,"No change"
"Lbp","Lbp",1.33996549988272,4.86453438849935,6.76348476694457,8.68196813141519e-07,3.91655738822364e-06,5.30002407825995,"Up"
"Il6st","Il6st",0.756183902055036,4.31840472341634,6.74442447648062,9.05969752410553e-07,4.0524911407788e-06,5.25670381059966,"No change"
"Rbp1","Rbp1",-1.70250230975305,2.29539148172511,-6.67064816294847,1.06879450356106e-06,4.67131026171504e-06,5.08860946526375,"Down"
"Lipg","Lipg",2.19669500872828,1.0708336240814,6.65508155941429,1.10682303979651e-06,4.81581807857628e-06,5.0530581981938,"Up"
"Dnajc19","Dnajc19",-0.590513155282337,2.6485511670787,-6.65422130110348,1.10896462791065e-06,4.82333307333786e-06,5.05109267905814,"No change"
"Tmem97","Tmem97",-0.849204684840551,5.63539533477324,-6.64039471910982,1.14397432421049e-06,4.96632493826403e-06,5.01948954158798,"No change"
"Adh4","Adh4",-1.18318500970101,6.0617021203808,-6.63848611895639,1.14889523283527e-06,4.98582834264345e-06,5.01512529834924,"Down"
"Pdk2","Pdk2",-0.833023116281714,3.94045392461226,-6.62887305229428,1.17401233087054e-06,5.08156545890747e-06,4.99313726010666,"No change"
"Cyp2c37","Cyp2c37",-1.45424182876601,6.51855323658602,-6.58200443894612,1.30477971041937e-06,5.57296552277835e-06,4.8857770005976,"Down"
"Dbi","Dbi",-0.617748466216211,8.55320025535233,-6.56968596799862,1.34156495086504e-06,5.7091314307562e-06,4.85751638472846,"No change"
"Mospd2","Mospd2",-0.55299414999789,1.65752986588937,-6.55980042147271,1.37185261572662e-06,5.81463677874806e-06,4.83482437656033,"No change"
"Vps53","Vps53",0.519908958031982,2.26400622203336,6.54412179476722,1.42133344360902e-06,6.00686272700269e-06,4.79881096971832,"No change"
"Ptpn2","Ptpn2",0.814412757017827,2.04515748438026,6.53475573235379,1.45176094220362e-06,6.11151710349336e-06,4.7772836216185,"No change"
"Gpx1","Gpx1",-0.86261663915246,10.1414166103157,-6.50627049112736,1.54846676729074e-06,6.47363674730494e-06,4.71174904162796,"No change"
"B4galnt1","B4galnt1",0.470028473059222,4.9789738838915,6.50337017310471,1.55867637837749e-06,6.50930547826896e-06,4.70507112836724,"No change"
"Pla2g12a","Pla2g12a",0.985560830949003,2.45764021223788,6.49086467156001,1.60349356853346e-06,6.6749147511305e-06,4.6762663375516,"No change"
"Ceacam1","Ceacam1",-0.665171694918453,4.89573407540292,-6.48882607962409,1.61092362608046e-06,6.70105078053983e-06,4.67156899017515,"No change"
"Creb1","Creb1",0.493099131751324,0.945486971730396,6.48530044688733,1.62385682891176e-06,6.74520686356315e-06,4.66344405160156,"No change"
"Pltp","Pltp",-1.37516173138984,2.64963675973941,-6.4713015736351,1.67626769972989e-06,6.94211753890737e-06,4.63116901539936,"Down"
"Acox3","Acox3",-0.43392431392336,0.949718572982849,-6.43106065528415,1.83678646914676e-06,7.49329047122299e-06,4.53826630699014,"No change"
"Fitm1","Fitm1",-1.50962757094951,2.4667690719688,-6.42253020302172,1.87278891441434e-06,7.61613912469201e-06,4.5185485785241,"Down"
"Cyp2a4","Cyp2a4",-2.18356383610625,1.78688821865409,-6.40860823413163,1.93310502829929e-06,7.83951547887645e-06,4.4863508372258,"Down"
"Slc27a4","Slc27a4",0.716559401690569,2.90434876025056,6.40082187604272,1.96770243774521e-06,7.96594388623182e-06,4.46833350963449,"No change"
"Fgf21","Fgf21",3.97020328438328,0.00705082829131188,6.34729681634159,2.22333616337594e-06,8.87124086579794e-06,4.34429361067559,"Up"
"Mlst8","Mlst8",0.78351311699991,1.14592869649032,6.34183143184975,2.25128295115066e-06,8.96737928420345e-06,4.33160996584996,"No change"
"Tm6sf2","Tm6sf2",0.6969099284779,4.11902581394261,6.33528133326022,2.2852503906902e-06,9.08092499052349e-06,4.31640461535768,"No change"
"Cry1","Cry1",-1.14638630692611,1.98989398310983,-6.3154257552995,2.391456632936e-06,9.43530974601429e-06,4.2702829017256,"Down"
"Ang","Ang",1.43040823063561,7.64520307425349,6.30572504143375,2.44516827827806e-06,9.63090138439201e-06,4.24773363732477,"Up"
"Pank2","Pank2",0.38931445957428,1.94152849254462,6.29270753847231,2.51918977619141e-06,9.88718420155937e-06,4.21745820849277,"No change"
"Decr1","Decr1",0.640413427756327,5.56698588703671,6.2830056532509,2.57584540727544e-06,1.00875722393267e-05,4.19488195705632,"No change"
"Mid1ip1","Mid1ip1",-1.60233487778649,3.14492581607932,-6.25782118339045,2.7290754006894e-06,1.06197621493226e-05,4.13622973335823,"Down"
"Hsd17b4","Hsd17b4",0.521147072211402,6.75652066840152,6.24724052740381,2.79620311671329e-06,1.0870076177497e-05,4.11156779401073,"No change"
"Zfp750","Zfp750",0.921304861096481,1.65938544812021,6.24595452531237,2.80447628830911e-06,1.08985975023805e-05,4.10856948623287,"No change"
"Cyp2e1","Cyp2e1",-0.990787920492012,10.7734053766667,-6.23912810599273,2.84881329466101e-06,1.10598191916476e-05,4.09265072417513,"No change"
"Lpl","Lpl",-1.71139848929626,1.07009182784477,-6.22558291219387,2.93892231578647e-06,1.13754961201991e-05,4.06104931750645,"Down"
"Surf4","Surf4",0.590758286184818,6.39588987702993,6.21923514867945,2.98214833169694e-06,1.15313037982129e-05,4.04623296434321,"No change"
"Cyp2d11","Cyp2d11",-0.550475957675729,4.32601673581257,-6.20460990588085,3.08423230220565e-06,1.18669024017757e-05,4.0120796379259,"No change"
"Hadha","Hadha",0.583593550492062,5.84936726891094,6.16999204821506,3.34034232667627e-06,1.2757687113403e-05,3.93114801336093,"No change"
"Degs1","Degs1",-0.618293273029001,4.50012014921171,-6.16213613608418,3.4014280439873e-06,1.2958828479204e-05,3.91276432640618,"No change"
"Ptdss2","Ptdss2",0.500431178178968,0.728280410408592,6.15970954118404,3.42052653194313e-06,1.30145499526924e-05,3.90708451546459,"No change"
"Lipa","Lipa",-0.969444419645526,5.90069119256958,-6.15786086464945,3.43515003932187e-06,1.30573844897672e-05,3.90275699340233,"No change"
"Plbd1","Plbd1",0.652599417496164,3.72910849191459,6.15433434734073,3.46322313077163e-06,1.31512084890868e-05,3.89450085745742,"No change"
"Pafah1b1","Pafah1b1",0.582779767898343,3.00043509190857,6.14691305544373,3.52306918942665e-06,1.33523289793998e-05,3.87712216952872,"No change"
"Rest","Rest",0.475097329498887,1.48554292618984,6.12711236879225,3.68796882416236e-06,1.38795454777853e-05,3.83072602935329,"No change"
"Cyp2a5","Cyp2a5",-2.24845440347269,5.74046781465953,-6.08432177364633,4.07179913205336e-06,1.51653344313501e-05,3.7303219071205,"Down"
"Mtmr2","Mtmr2",0.520187663443064,2.29873487382235,6.08362779799978,4.07834964647154e-06,1.518487253208e-05,3.72869200441499,"No change"
"Acot7","Acot7",-0.610328741659134,2.49628901669834,-6.08201573414865,4.09360767140493e-06,1.52306734835618e-05,3.72490564774143,"No change"
"Etnk1","Etnk1",0.847015579968277,3.85720286294555,6.08000569320031,4.11271421109395e-06,1.5293252620742e-05,3.72018416444167,"No change"
"Mblac2","Mblac2",-0.875934065019755,0.636124544204631,-6.0706002248382,4.20333588372526e-06,1.55804542518084e-05,3.69808571562166,"No change"
"Dpm3","Dpm3",-0.693962526012805,3.28469488298656,-6.03664628057883,4.54780052809679e-06,1.67030136782955e-05,3.61823506851969,"No change"
"Agpat1","Agpat1",0.81872193294842,1.13847225383509,6.03551096192856,4.55980405089468e-06,1.6736537164416e-05,3.61556308963445,"No change"
"Abcg2","Abcg2",-0.566771894365795,3.81374705435631,-6.01002292187843,4.83796908681145e-06,1.76186239678969e-05,3.55554286120953,"No change"
"Serpina12","Serpina12",-1.50160007719246,2.47614706224432,-5.99563834101675,5.0025431357721e-06,1.81724717719262e-05,3.52164093069573,"Down"
"Zmpste24","Zmpste24",0.650320748430807,3.4300012496044,5.94690902396844,5.60376166108262e-06,1.99761659948976e-05,3.40664326262183,"No change"
"Impa2","Impa2",1.13663725951474,0.670703120701443,5.94237386944286,5.66334076226832e-06,2.01761931839733e-05,3.39592886481256,"Up"
"Prkce","Prkce",0.574899517999394,0.584353431982742,5.93675782913017,5.73801629629224e-06,2.04109937874527e-05,3.38265810052304,"No change"
"Mttp","Mttp",0.605782864968878,6.1244748804581,5.93618340734192,5.74571069874009e-06,2.04302222459388e-05,3.38130056427769,"No change"
"Pigh","Pigh",0.831317491882135,0.443815545199143,5.92773711887377,5.86007217362427e-06,2.07437287192253e-05,3.36133571131225,"No change"
"Abhd12","Abhd12",-0.383236562819884,2.96626865358979,-5.91643442037167,6.01675168321269e-06,2.12273333861511e-05,3.33460834379529,"No change"
"Serinc2","Serinc2",0.974508692231775,2.20172112187075,5.87773613073553,6.58630354080684e-06,2.30758539769569e-05,3.24300705570774,"No change"
"Spp1","Spp1",-1.14996490392682,4.64454080603687,-5.86671411967739,6.75837402989669e-06,2.36360322517931e-05,3.21689149926678,"Down"
"Ehhadh","Ehhadh",1.45972614813286,6.59364559108301,5.86002265421267,6.86506744658584e-06,2.39947507539978e-05,3.20103121876245,"Up"
"Hadhb","Hadhb",0.623870543929898,4.90854886699169,5.85863900516639,6.88734273133102e-06,2.40581578781398e-05,3.19775114015616,"No change"
"Hsd17b10","Hsd17b10",-0.601810027506997,5.83254146392612,-5.81546554537988,7.62069953983646e-06,2.64137349446565e-05,3.09531561415752,"No change"
"Scap","Scap",-0.541312113721725,4.00279231679819,-5.79269546885535,8.03906248819378e-06,2.77152394253814e-05,3.04122190821088,"No change"
"Acbd4","Acbd4",-0.595078106104962,3.10239118635051,-5.77669163506032,8.34704922134284e-06,2.86835860310627e-05,3.00317462138153,"No change"
"Sorbs1","Sorbs1",1.35979237369387,1.51987482162808,5.74469152306936,8.99943221504087e-06,3.07168303668213e-05,2.92703011172443,"Up"
"Prkaa1","Prkaa1",0.523282406355884,1.41738159026025,5.73865434710542,9.12822024913915e-06,3.11107922341817e-05,2.91265456146043,"No change"
"Pi4kb","Pi4kb",0.406464997868953,2.7556581066767,5.73659336902013,9.17261459387621e-06,3.12437990219857e-05,2.9077462953218,"No change"
"Akt2","Akt2",0.452394110198305,3.70024774854536,5.7285189297613,9.3486704769275e-06,3.17636128145487e-05,2.88851329514995,"No change"
"Fmo4","Fmo4",1.22783649287946,1.06284103944048,5.72576008689552,9.40961026227447e-06,3.19459745434259e-05,2.88194054948088,"Up"
"Mtmr4","Mtmr4",0.706493940715665,3.20314455142345,5.7232108537191,9.46627960553982e-06,3.21031551074819e-05,2.87586660175418,"No change"
"Neu3","Neu3",1.16911149179262,0.0623537592445186,5.71464364566261,9.65928789749859e-06,3.26625368503737e-05,2.85544979981582,"Up"
"Cept1","Cept1",-0.419337700803435,4.06464318986423,-5.71157002225154,9.72950548190799e-06,3.28808694262274e-05,2.84812341399487,"No change"
"Cyp7a1","Cyp7a1",-3.31588951818807,3.02860731879086,-5.6937969946435,1.01458511174093e-05,3.41589705396376e-05,2.80574331356488,"Down"
"Klhl25","Klhl25",0.933021440230862,1.94010142018107,5.69022247432512,1.02317541203878e-05,3.44203665130549e-05,2.79721657912829,"No change"
"Mtm1","Mtm1",0.560731737902307,-0.468734203215447,5.68616750979881,1.03301001448239e-05,3.46589897911805e-05,2.78754248187574,"No change"
"Tmem135","Tmem135",-0.609653382344308,3.61609610807719,-5.68013525675877,1.0478185699332e-05,3.51052398832828e-05,2.77314853340795,"No change"
"Abcb4","Abcb4",0.794488564610154,5.86421246170083,5.6786858915906,1.05140869988498e-05,3.51850082172551e-05,2.76968965597279,"No change"
"Lima1","Lima1",0.511322688927287,2.57022031442177,5.67311179818502,1.06533301807579e-05,3.55506673239458e-05,2.75638557411509,"No change"
"Adora1","Adora1",1.14838608691559,1.50504492795268,5.67038349546116,1.07221671647613e-05,3.57319186066015e-05,2.7498727987218,"Up"
"Irak1","Irak1",0.381013831177435,3.64137903289077,5.6592782062592,1.10070661861455e-05,3.64885341328815e-05,2.72335681671439,"No change"
"Xrcc4","Xrcc4",0.596952653592964,0.560092627944262,5.64687475933632,1.13343913174213e-05,3.75095196313524e-05,2.69372922277912,"No change"
"Mtmr10","Mtmr10",0.651996781407497,1.81106756594083,5.6293871020514,1.18127967653434e-05,3.88785995119632e-05,2.65193585080909,"No change"
"Dhrs7b","Dhrs7b",-0.526636392042008,2.10277589865362,-5.62009015025406,1.20754466313103e-05,3.96462971345049e-05,2.62970719501794,"No change"
"Vps4a","Vps4a",0.392415762762308,2.70984884782029,5.59653618875023,1.27677935605842e-05,4.16842494394502e-05,2.57335964749763,"No change"
"Cyp2c29","Cyp2c29",-1.29379229926011,7.93597435336385,-5.58690986490872,1.30622532625655e-05,4.24906555961432e-05,2.55031820056218,"Down"
"Slco2a1","Slco2a1",-0.89971409888022,3.92911690282163,-5.58232364114123,1.32049616732646e-05,4.29069092448706e-05,2.53933811884031,"No change"
"Sgpp1","Sgpp1",-0.357972675576772,4.11524570122805,-5.58053123425839,1.32611656592716e-05,4.30654874744034e-05,2.53504639175174,"No change"
"Lcat","Lcat",0.462281520072689,7.98966150783421,5.57655789681658,1.33866255582444e-05,4.34365583697817e-05,2.52553176718114,"No change"
"Fabp1","Fabp1",-0.84994312431844,11.856583019273,-5.57113131285532,1.35599252156531e-05,4.39498662169273e-05,2.51253519239347,"No change"
"H6pd","H6pd",0.600189730233718,6.52442460103932,5.5495656096037,1.42714890882385e-05,4.59999616444219e-05,2.46086328745523,"No change"
"Sec24a","Sec24a",0.456144616180383,3.21120816219592,5.5193465200982,1.53329631386495e-05,4.91355611152924e-05,2.38839831084132,"No change"
"Lrp10","Lrp10",0.468039838877,3.27337746098625,5.51144446145892,1.5623540971472e-05,4.9929267810808e-05,2.36943803461547,"No change"
"Agtr1a","Agtr1a",-0.785188271675457,4.09039039151834,-5.48064835333288,1.68104345686432e-05,5.3217128074292e-05,2.29550192190824,"No change"
"Cps1","Cps1",1.00965038691169,9.5158324460806,5.47088386733944,1.72055848274235e-05,5.43582523904404e-05,2.27204478727632,"Up"
"Lclat1","Lclat1",0.448848244066013,3.23415867434255,5.46224283666063,1.75631377800411e-05,5.53965172638217e-05,2.25128086078567,"No change"
"Mfsd2a","Mfsd2a",4.36672692552331,3.99416154529477,5.4433226471752,1.8372619125507e-05,5.76851669818655e-05,2.20579833319379,"Up"
"Becn1","Becn1",0.249661068376323,2.62850640654072,5.43742418055214,1.8632650829928e-05,5.83756185759171e-05,2.19161382483687,"No change"
"Fads2","Fads2",0.804766256518832,7.36507615534687,5.42979102048673,1.8974713624822e-05,5.93036229536259e-05,2.17325420348853,"No change"
"Hilpda","Hilpda",1.4757443693381,1.04685147209597,5.42080332684717,1.93856639339043e-05,6.04475734793401e-05,2.15163148713355,"Up"
"Prkag1","Prkag1",0.306944907469325,4.11192339573919,5.32452195541206,2.4398144480746e-05,7.45719547298852e-05,1.91966269032422,"No change"
"Lpin3","Lpin3",0.880291845489044,0.365927771430143,5.32262670373976,2.45090363262151e-05,7.4860511464466e-05,1.91509060106213,"No change"
"Ces1b","Ces1b",-0.848447213222543,5.39961601170201,-5.3224784589713,2.45177317120103e-05,7.4860511464466e-05,1.91473296737395,"No change"
"Slc27a2","Slc27a2",0.590402567973162,7.9293183019769,5.31876609365925,2.47365062087756e-05,7.5427874184946e-05,1.90577662009989,"No change"
"Apoc3","Apoc3",-0.427506620226112,9.83081009262454,-5.2909768477193,2.64383248197892e-05,8.01134242586635e-05,1.83870673759704,"No change"
"Erlin1","Erlin1",0.631382879887057,3.3737782667391,5.28592934773079,2.67599511786917e-05,8.1025190469307e-05,1.82651958611233,"No change"
"Eed","Eed",0.49034279795514,2.69327030170806,5.27016011864743,2.77905572745777e-05,8.38181643220548e-05,1.7884353647761,"No change"
"Scarb1","Scarb1",-0.512159225204204,4.28746660666014,-5.26725360278818,2.79848625201026e-05,8.43386366834475e-05,1.7814142858046,"No change"
"Socs5","Socs5",0.572713344413466,0.173992246808699,5.25219672327868,2.90137120554359e-05,8.7123476422399e-05,1.74503471107329,"No change"
"Atg7","Atg7",-0.56295864375817,2.6144634809679,-5.21918981067051,3.14053385740384e-05,9.36767646497264e-05,1.66524136605493,"No change"
"Pex13","Pex13",0.398442490480561,3.52211250091416,5.2181105848654,3.14868257270895e-05,9.3862856089499e-05,1.6626313705356,"No change"
"Ctdnep1","Ctdnep1",0.465610870969782,3.79565325573564,5.21456666221081,3.1755920303973e-05,9.44803569575516e-05,1.65406032624383,"No change"
"Slco1a4","Slco1a4",-1.26457655624218,3.4275712266493,-5.21441630040697,3.17673888630007e-05,9.44903242975887e-05,1.65369665863533,"Down"
"Stat5a","Stat5a",-0.646105592895947,0.649394337568535,-5.20083674383604,3.28206402752717e-05,9.72503646038411e-05,1.62084801112964,"No change"
"Tmf1","Tmf1",0.725552180720619,2.39081737832745,5.20013162718781,3.28762866641265e-05,9.73409057450442e-05,1.61914208661687,"No change"
"Ephx1","Ephx1",-0.875136653666654,6.81277979208132,-5.19553792302921,3.32411598629963e-05,9.8271236892409e-05,1.60802767553008,"No change"
"Ormdl1","Ormdl1",-0.641172673546093,2.19708458208579,-5.18710398631735,3.39217741986697e-05,9.99786097488772e-05,1.58761904769815,"No change"
"Xkr9","Xkr9",-0.726321766356101,2.98967357321248,-5.16998318068503,3.53471512498204e-05,0.000103680819908432,1.54617868213412,"No change"
"Cyp8b1","Cyp8b1",-2.62309149343545,6.29447073251475,-5.16738597526278,3.55686177835254e-05,0.00010430414270155,1.53989095371198,"Down"
"Enpp1","Enpp1",0.474360876183509,1.07853011149731,5.15999263418859,3.62067808313707e-05,0.000105935324810539,1.52199016385152,"No change"
"Samd8","Samd8",-0.596731023183802,1.73828551072873,-5.15066763338427,3.7028241165309e-05,0.000108012957123567,1.49940864578855,"No change"
"Mapk9","Mapk9",-0.410736068206439,2.61900151553646,-5.14275151698389,3.77403863570508e-05,0.00010986497912565,1.48023562842179,"No change"
"Cyp2c70","Cyp2c70",-1.32730846549916,7.6888047270754,-5.12240891741998,3.96347092951322e-05,0.000114781881434696,1.43095190956355,"Down"
"Acadvl","Acadvl",0.358220320106267,6.98745380022623,5.09886227585221,4.19479634463305e-05,0.000120610757547391,1.37388232475809,"No change"
